transaction_id,customer_id,transaction_date,amount,status,city,state
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,2018-04-16 21:15:39,224.9,Denied,palmares,PE
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,2018-08-04 23:25:30,121.62,Requested,luis eduardo magalhaes,BA
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,2017-05-18 13:55:47,153.72,Approved,rio de janeiro,RJ
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,2017-06-13 21:11:26,141.15,Approved,sao paulo,SP
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,2017-11-15 11:31:41,317.34,Requested,rio de janeiro,RJ
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,2018-06-13 13:47:39,55.02,Requested,cosmopolis,SP
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,2017-12-22 00:17:37,59.1,Requested,brasilia,DF
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,2017-04-20 20:42:44,63.34,Requested,santa luzia,PB
bb7c5cf4dff9994daeab7c8ee9d287aa,9a4900710ff76d73cb3a0d152e73adf0,2018-03-01 22:14:26,554.4,Requested,uruguaiana,RS
a6cd683d4bd3b9b1f0aa37b27f8116d3,48f239e15744ed5e7ffbafc6bb6e882b,2017-01-28 23:45:53,609.9,Denied,salvador,BA
4b3a605942f29d490cb74bd6ace6b9f0,e8a332c3433fbd37920ec89fc295d075,2017-09-29 09:32:17,38.1,Denied,porto alegre,RS
5164933efe0cd14f31424b9badf81f19,d0e71d7a6dbca8ac513ac63d08a81fa0,2018-04-25 22:18:10,141.9,Denied,sao caetano do sul,SP
89165e6d4c28047da0adf13ac8b3e1b3,4924a47e8cd5630b3564e26fac55c5ec,2018-07-18 13:39:54,118.35,Denied,guarulhos,SP
abc5ec9ecaec740b498a37f19c29a8c0,85aa7dc7ea24c96b5ac7864f13922495,2017-04-30 22:43:56,141.06,Requested,nao-me-toque,RS
cefa8ee1540139ac77fa0c1b4ff1f04b,3b9388d1014c8090f77595c5e9f2ce94,2018-07-02 12:54:20,86.05,Approved,curitiba,PR
663830a477534735bbdec9de01113fa2,c1ddb7521d14db9071dccad0a94305c2,2018-07-15 12:37:12,38.41,Denied,sao paulo,SP
6245ae0abd9de1ae647b5da78c0ea69b,d68585c54450af4bfc04cc6cccbcd607,2017-09-11 07:54:38,74.74,Denied,jau,SP
36ebb4199031e72a1fa964549b88c377,eecf2b94cdbe9ef6245fabb5e091c987,2018-04-04 08:39:50,133.25,Denied,itapeva,SP
75351e48296ef42211a0b80c427aae57,cf9e2b07f78cce347089900f49fb4746,2017-03-14 16:25:43,98.16,Approved,sao paulo,SP
694630e7a7713c116a9b7f0ba3377382,5a771152dd93d31af819d708942afec6,2018-04-09 13:56:45,121.68,Requested,sao jose,SC
a03ad7057fae696dd18f8967826c209f,7df71d1652cfba8b2a70cf665c960f74,2017-06-05 13:24:46,44.41,Denied,palotina,PR
c93e4c73cba512f76817291e0de8bec4,9f5a2f912f123d541a318029712fe90b,2017-09-12 16:32:09,301.19,Approved,sao sebastiao do cai,RS
52f166ce5fa053bbb27d317e4fd231b7,1b848bc58de81ae1b800cf3a4571bedf,2018-04-18 20:13:31,446.51,Approved,tupa,SP
cbec453ddd874ca620b8afc6393e3218,0fc25a3451d81cfe409466e229afdbb0,2017-06-04 10:05:59,103.55,Denied,taubate,SP
c263211bd219538f7c031591e87ef0d7,ed8c52327eecff596e141636d5b556d2,2017-11-24 16:56:46,753.94,Approved,pato branco,PR
4d95703047b8a80cf5796b7478900ec7,da18c242eff18510c1df2f0337a9be95,2018-01-23 23:59:03,103.5,Approved,varzea paulista,SP
fd9b8ed51e5ffedf7a56bea36cc5b6f9,0385c03f2b10a0a50ee72d8e3649a4b3,2018-03-30 23:11:40,100.0,Approved,assis,SP
a094215e786240fcfefb83d18036a1cd,86acfb656743da0c113d176832c9d535,2018-02-08 18:56:45,132.05,Denied,americana,SP
02aec12849744e266394182861265286,076dcea2eb6c8dbe9354f7c0d8670a00,2017-08-31 17:46:40,210.64,Requested,dias d'avila,BA
1d251ab94983c4adb11e4b168abb1439,230ab395e91b2421bd00ea45b60b23cb,2018-03-07 23:46:19,53.89,Requested,cascavel,PR
8a49984afb76dae66f3810e1b7093ec4,3cc640f13134a74f3bc34b9b0094d412,2018-02-15 23:27:21,116.34,Requested,catende,PE
d74d2985a4c187334dc59722076a2e5f,5f49d01f1579c231565f6629a6cb3c0f,2018-08-09 20:36:13,257.42,Approved,belem,PA
7d2286ec219f58023352077d938dee48,5d6e19aed6284c2fcb4b1a0eba6820de,2018-08-21 16:45:44,143.94,Denied,santana de parnaiba,SP
bbd64b019b5ea3ed83a114cc665328ff,3e87356efef361b40b30fd699f9e5638,2018-03-07 15:37:22,69.32,Approved,campinas,SP
d7f4e2f755cf2f40aa7c39804cfe01c4,18ad705482141f60ad05945506ef2b9e,2017-11-26 12:50:56,30.22,Approved,uberlandia,MG
0438fc3e115633e11a93c878a1591016,369ec69ef76c47e51980b88a5740dc1b,2018-08-11 20:58:44,264.22,Denied,andorinha,BA
2728209b1b0553533bce4afc52716b60,8e2e23cac1496c337274b16fb7d57886,2017-10-24 14:23:58,383.98,Requested,porto alegre,RS
7e05645577366863a93350aac5cc7de5,21809d6b8acb4ca628358610aea9435c,2017-03-22 17:25:28,148.76,Requested,aracuai,MG
72ee4a26e767e55282ac10e63c7b1227,ab4e4f11610404b4184fb812e47bb0ed,2018-06-23 19:24:21,112.77,Requested,acailandia,MA
da8be3bb62e9bf01e2e1a3bfd74ebd1a,3f083b9f62e687be8d84684c7d54c8db,2017-04-06 13:44:08,2751.24,Requested,sao goncalo,RJ
8bbbef97d763f4dcf2e12cc5b5e0cee6,61ce7eba15a872699599957e5d18f0e8,2018-07-28 20:07:49,154.7,Denied,paranagua,PR
6de3383be650cfe96aed26171ad65c47,cae5d18352d2eb7396bd594c706f3624,2017-10-18 16:44:45,355.77,Requested,taubate,SP
550a019d25590b5b3b6d31c0fd3edbbb,1f7945736d0f303827055ca99168ad20,2017-04-03 23:09:50,41.86,Requested,visconde do rio branco,MG
580c882a5805c78546ea65ec6d3690e4,a4f6fc82eefc6a54376eea73b27df682,2018-02-05 17:40:34,171.32,Denied,rio de janeiro,RJ
dc05a07c0cc70e26e10e274313034ad3,d9abf57c9a7f1cd9865625d2cba96053,2018-08-01 16:37:54,429.64,Denied,recife,PE
b1b5b604a5e207c764779ffb50527018,40eb5b16b04bc62c59d4905857958e82,2017-10-31 21:47:13,117.97,Denied,botucatu,SP
32e4fa9bb468884309b58b9348de70c3,e54367d4b00c5cb76d2dfe71b9bdb89c,2018-07-04 16:49:21,20.0,Denied,sao paulo,SP
d83706c29baf36eedf5e8adfb0da304e,26545a1a15e77138e98380c49a76053a,2017-03-13 11:36:11,43.95,Approved,baixo guandu,ES
